,Datetime,Frequency,db
2915,2024-08-01 11:16:19.259670,93784313.76,-78.08
2559,2024-08-01 11:16:19.259670,93882352.98,-69.79
2610,2024-08-01 11:16:19.259670,93882352.98,-69.39
2661,2024-08-01 11:16:19.259670,93882352.98,-72.38
2712,2024-08-01 11:16:19.259670,93882352.98,-73.26
2763,2024-08-01 11:16:19.259670,93882352.98,-72.03
2814,2024-08-01 11:16:19.259670,93882352.98,-74.58
2865,2024-08-01 11:16:19.259670,93882352.98,-78.44
2916,2024-08-01 11:16:19.259670,93882352.98,-74.52
2560,2024-08-01 11:16:19.259670,93980392.2,-81.35
2611,2024-08-01 11:16:19.259670,93980392.2,-79.46
2662,2024-08-01 11:16:19.259670,93980392.2,-84.49
2713,2024-08-01 11:16:19.259670,93980392.2,-74.71
2764,2024-08-01 11:16:19.259670,93980392.2,-98.97
2815,2024-08-01 11:16:19.259670,93980392.2,-66.92
2866,2024-08-01 11:16:19.259670,93980392.2,-73.03
2917,2024-08-01 11:16:19.259670,93980392.2,-75.66
2561,2024-08-01 11:16:19.259670,94078431.42,-70.5
2612,2024-08-01 11:16:19.259670,94078431.42,-78.88
2663,2024-08-01 11:16:19.259670,94078431.42,-75.25
2714,2024-08-01 11:16:19.259670,94078431.42,-72.54
2765,2024-08-01 11:16:19.259670,94078431.42,-76.94
2816,2024-08-01 11:16:19.259670,94078431.42,-69.63
2867,2024-08-01 11:16:19.259670,94078431.42,-72.54
2918,2024-08-01 11:16:19.259670,94078431.42,-82.83
2562,2024-08-01 11:16:19.259670,94176470.64,-76.87
2613,2024-08-01 11:16:19.259670,94176470.64,-75.57
2664,2024-08-01 11:16:19.259670,94176470.64,-75.44
2715,2024-08-01 11:16:19.259670,94176470.64,-71.15
2766,2024-08-01 11:16:19.259670,94176470.64,-75.04
2817,2024-08-01 11:16:19.259670,94176470.64,-73.79
2868,2024-08-01 11:16:19.259670,94176470.64,-82.68
2919,2024-08-01 11:16:19.259670,94176470.64,-71.9
2563,2024-08-01 11:16:19.259670,94274509.86,-77.03
2614,2024-08-01 11:16:19.259670,94274509.86,-69.83
2665,2024-08-01 11:16:19.259670,94274509.86,-73.43
2716,2024-08-01 11:16:19.259670,94274509.86,-74.52
2767,2024-08-01 11:16:19.259670,94274509.86,-77.07
2818,2024-08-01 11:16:19.259670,94274509.86,-79.24
2869,2024-08-01 11:16:19.259670,94274509.86,-73.01
2920,2024-08-01 11:16:19.259670,94274509.86,-77.87
2564,2024-08-01 11:16:19.259670,94372549.08,-76.14
2615,2024-08-01 11:16:19.259670,94372549.08,-71.38
2666,2024-08-01 11:16:19.259670,94372549.08,-71.78
2717,2024-08-01 11:16:19.259670,94372549.08,-76.17
2768,2024-08-01 11:16:19.259670,94372549.08,-83.1
2819,2024-08-01 11:16:19.259670,94372549.08,-70.19
2870,2024-08-01 11:16:19.259670,94372549.08,-83.36
2921,2024-08-01 11:16:19.259670,94372549.08,-78.0
2565,2024-08-01 11:16:19.259670,94470588.3,-84.91
2616,2024-08-01 11:16:19.259670,94470588.3,-77.96
2667,2024-08-01 11:16:19.259670,94470588.3,-72.18
2718,2024-08-01 11:16:19.259670,94470588.3,-71.66
2769,2024-08-01 11:16:19.259670,94470588.3,-80.29
2820,2024-08-01 11:16:19.259670,94470588.3,-66.79
2871,2024-08-01 11:16:19.259670,94470588.3,-69.64
2922,2024-08-01 11:16:19.259670,94470588.3,-70.3
2566,2024-08-01 11:16:19.259670,94568627.52,-77.27
2617,2024-08-01 11:16:19.259670,94568627.52,-71.46
2668,2024-08-01 11:16:19.259670,94568627.52,-74.05
2719,2024-08-01 11:16:19.259670,94568627.52,-72.67
2770,2024-08-01 11:16:19.259670,94568627.52,-84.6
2821,2024-08-01 11:16:19.259670,94568627.52,-71.24
2872,2024-08-01 11:16:19.259670,94568627.52,-77.08
2923,2024-08-01 11:16:19.259670,94568627.52,-70.75
2567,2024-08-01 11:16:19.259670,94666666.74,-73.54
2618,2024-08-01 11:16:19.259670,94666666.74,-67.95
2669,2024-08-01 11:16:19.259670,94666666.74,-69.94
2720,2024-08-01 11:16:19.259670,94666666.74,-77.17
2771,2024-08-01 11:16:19.259670,94666666.74,-73.33
2822,2024-08-01 11:16:19.259670,94666666.74,-69.87
2873,2024-08-01 11:16:19.259670,94666666.74,-72.56
2924,2024-08-01 11:16:19.259670,94666666.74,-73.64
2568,2024-08-01 11:16:19.259670,94764705.96,-79.9
2619,2024-08-01 11:16:19.259670,94764705.96,-71.87
2670,2024-08-01 11:16:19.259670,94764705.96,-72.25
2721,2024-08-01 11:16:19.259670,94764705.96,-78.56
2772,2024-08-01 11:16:19.259670,94764705.96,-68.46
2823,2024-08-01 11:16:19.259670,94764705.96,-70.58
2874,2024-08-01 11:16:19.259670,94764705.96,-71.43
2925,2024-08-01 11:16:19.259670,94764705.96,-72.49
2569,2024-08-01 11:16:19.259670,94862745.18,-71.03
2620,2024-08-01 11:16:19.259670,94862745.18,-72.58
2671,2024-08-01 11:16:19.259670,94862745.18,-82.93
2722,2024-08-01 11:16:19.259670,94862745.18,-78.49
2773,2024-08-01 11:16:19.259670,94862745.18,-66.39
2824,2024-08-01 11:16:19.259670,94862745.18,-74.57
2875,2024-08-01 11:16:19.259670,94862745.18,-78.1
2926,2024-08-01 11:16:19.259670,94862745.18,-70.6
2570,2024-08-01 11:16:19.259670,94960784.4,-72.18
2621,2024-08-01 11:16:19.259670,94960784.4,-71.03
2672,2024-08-01 11:16:19.259670,94960784.4,-76.29
2723,2024-08-01 11:16:19.259670,94960784.4,-77.84
2774,2024-08-01 11:16:19.259670,94960784.4,-74.21
2825,2024-08-01 11:16:19.259670,94960784.4,-70.87
2876,2024-08-01 11:16:19.259670,94960784.4,-70.77
2927,2024-08-01 11:16:19.259670,94960784.4,-70.14
2571,2024-08-01 11:16:19.259670,95058823.62,-73.77
2622,2024-08-01 11:16:19.259670,95058823.62,-75.52
2673,2024-08-01 11:16:19.259670,95058823.62,-71.09
2724,2024-08-01 11:16:19.259670,95058823.62,-81.99
2775,2024-08-01 11:16:19.259670,95058823.62,-73.64
2826,2024-08-01 11:16:19.259670,95058823.62,-68.43
2877,2024-08-01 11:16:19.259670,95058823.62,-67.11
2928,2024-08-01 11:16:19.259670,95058823.62,-83.04
2572,2024-08-01 11:16:19.259670,95156862.84,-73.6
2623,2024-08-01 11:16:19.259670,95156862.84,-73.62
2674,2024-08-01 11:16:19.259670,95156862.84,-68.54
2725,2024-08-01 11:16:19.259670,95156862.84,-74.16
2776,2024-08-01 11:16:19.259670,95156862.84,-74.47
2827,2024-08-01 11:16:19.259670,95156862.84,-83.83
2878,2024-08-01 11:16:19.259670,95156862.84,-74.16
2929,2024-08-01 11:16:19.259670,95156862.84,-73.04
2573,2024-08-01 11:16:19.259670,95254902.06,-79.39
2624,2024-08-01 11:16:19.259670,95254902.06,-67.61
2675,2024-08-01 11:16:19.259670,95254902.06,-68.81
2726,2024-08-01 11:16:19.259670,95254902.06,-75.3
2777,2024-08-01 11:16:19.259670,95254902.06,-86.06
2828,2024-08-01 11:16:19.259670,95254902.06,-70.44
2879,2024-08-01 11:16:19.259670,95254902.06,-85.58
2930,2024-08-01 11:16:19.259670,95254902.06,-72.44
2574,2024-08-01 11:16:19.259670,95352941.28,-77.92
2625,2024-08-01 11:16:19.259670,95352941.28,-67.55
2676,2024-08-01 11:16:19.259670,95352941.28,-79.39
2727,2024-08-01 11:16:19.259670,95352941.28,-72.13
2778,2024-08-01 11:16:19.259670,95352941.28,-71.02
2829,2024-08-01 11:16:19.259670,95352941.28,-68.52
2880,2024-08-01 11:16:19.259670,95352941.28,-73.32
2931,2024-08-01 11:16:19.259670,95352941.28,-71.38
2575,2024-08-01 11:16:19.259670,95450980.5,-73.5
2626,2024-08-01 11:16:19.259670,95450980.5,-71.67
2677,2024-08-01 11:16:19.259670,95450980.5,-73.69
2728,2024-08-01 11:16:19.259670,95450980.5,-73.38
2779,2024-08-01 11:16:19.259670,95450980.5,-70.28
2830,2024-08-01 11:16:19.259670,95450980.5,-72.29
2881,2024-08-01 11:16:19.259670,95450980.5,-73.14
2932,2024-08-01 11:16:19.259670,95450980.5,-74.77
2576,2024-08-01 11:16:19.259670,95549019.72,-68.86
2627,2024-08-01 11:16:19.259670,95549019.72,-71.36
2678,2024-08-01 11:16:19.259670,95549019.72,-92.56
2729,2024-08-01 11:16:19.259670,95549019.72,-77.68
2780,2024-08-01 11:16:19.259670,95549019.72,-72.34
2831,2024-08-01 11:16:19.259670,95549019.72,-74.72
2882,2024-08-01 11:16:19.259670,95549019.72,-73.76
2933,2024-08-01 11:16:19.259670,95549019.72,-69.64
2577,2024-08-01 11:16:19.259670,95647058.94,-74.15
2628,2024-08-01 11:16:19.259670,95647058.94,-73.14
2679,2024-08-01 11:16:19.259670,95647058.94,-76.18
2730,2024-08-01 11:16:19.259670,95647058.94,-78.11
2781,2024-08-01 11:16:19.259670,95647058.94,-80.89
2832,2024-08-01 11:16:19.259670,95647058.94,-83.54
2883,2024-08-01 11:16:19.259670,95647058.94,-77.78
2934,2024-08-01 11:16:19.259670,95647058.94,-70.11
2578,2024-08-01 11:16:19.259670,95745098.16,-73.61
2629,2024-08-01 11:16:19.259670,95745098.16,-80.32
2680,2024-08-01 11:16:19.259670,95745098.16,-79.04
2731,2024-08-01 11:16:19.259670,95745098.16,-89.74
2782,2024-08-01 11:16:19.259670,95745098.16,-74.39
2833,2024-08-01 11:16:19.259670,95745098.16,-81.6
2884,2024-08-01 11:16:19.259670,95745098.16,-77.74
2935,2024-08-01 11:16:19.259670,95745098.16,-73.38
2579,2024-08-01 11:16:19.259670,95843137.38,-79.52
2630,2024-08-01 11:16:19.259670,95843137.38,-87.4
2681,2024-08-01 11:16:19.259670,95843137.38,-70.68
2732,2024-08-01 11:16:19.259670,95843137.38,-77.14
2783,2024-08-01 11:16:19.259670,95843137.38,-74.12
2834,2024-08-01 11:16:19.259670,95843137.38,-76.81
2885,2024-08-01 11:16:19.259670,95843137.38,-78.88
2936,2024-08-01 11:16:19.259670,95843137.38,-74.48
2580,2024-08-01 11:16:19.259670,95941176.6,-73.27
2631,2024-08-01 11:16:19.259670,95941176.6,-77.24
2682,2024-08-01 11:16:19.259670,95941176.6,-68.92
2733,2024-08-01 11:16:19.259670,95941176.6,-74.44
2784,2024-08-01 11:16:19.259670,95941176.6,-72.26
2835,2024-08-01 11:16:19.259670,95941176.6,-79.19
2886,2024-08-01 11:16:19.259670,95941176.6,-69.69
2937,2024-08-01 11:16:19.259670,95941176.6,-79.87
2581,2024-08-01 11:16:19.259670,96039215.82,-71.4
2632,2024-08-01 11:16:19.259670,96039215.82,-71.84
2683,2024-08-01 11:16:19.259670,96039215.82,-71.89
2734,2024-08-01 11:16:19.259670,96039215.82,-74.74
2785,2024-08-01 11:16:19.259670,96039215.82,-75.24
2836,2024-08-01 11:16:19.259670,96039215.82,-75.2
2887,2024-08-01 11:16:19.259670,96039215.82,-70.44
2938,2024-08-01 11:16:19.259670,96039215.82,-82.75
2582,2024-08-01 11:16:19.259670,96137255.04,-71.89
2633,2024-08-01 11:16:19.259670,96137255.04,-73.62
2684,2024-08-01 11:16:19.259670,96137255.04,-76.86
2735,2024-08-01 11:16:19.259670,96137255.04,-75.49
2786,2024-08-01 11:16:19.259670,96137255.04,-78.36
2837,2024-08-01 11:16:19.259670,96137255.04,-70.78
2888,2024-08-01 11:16:19.259670,96137255.04,-72.25
2939,2024-08-01 11:16:19.259670,96137255.04,-75.97
2583,2024-08-01 11:16:19.259670,96235294.26,-71.5
2634,2024-08-01 11:16:19.259670,96235294.26,-100.12
2685,2024-08-01 11:16:19.259670,96235294.26,-84.27
2736,2024-08-01 11:16:19.259670,96235294.26,-84.53
2787,2024-08-01 11:16:19.259670,96235294.26,-77.11
2838,2024-08-01 11:16:19.259670,96235294.26,-72.72
2889,2024-08-01 11:16:19.259670,96235294.26,-75.9
2940,2024-08-01 11:16:19.259670,96235294.26,-78.57
2584,2024-08-01 11:16:19.259670,96333333.48,-75.92
2635,2024-08-01 11:16:19.259670,96333333.48,-76.34
2686,2024-08-01 11:16:19.259670,96333333.48,-75.75
2737,2024-08-01 11:16:19.259670,96333333.48,-77.84
2788,2024-08-01 11:16:19.259670,96333333.48,-78.42
2839,2024-08-01 11:16:19.259670,96333333.48,-71.89
2890,2024-08-01 11:16:19.259670,96333333.48,-76.24
2941,2024-08-01 11:16:19.259670,96333333.48,-78.44
2585,2024-08-01 11:16:19.259670,96431372.7,-75.57
2636,2024-08-01 11:16:19.259670,96431372.7,-91.09
2687,2024-08-01 11:16:19.259670,96431372.7,-76.57
2738,2024-08-01 11:16:19.259670,96431372.7,-76.33
2789,2024-08-01 11:16:19.259670,96431372.7,-72.53
2840,2024-08-01 11:16:19.259670,96431372.7,-69.37
2891,2024-08-01 11:16:19.259670,96431372.7,-77.3
2942,2024-08-01 11:16:19.259670,96431372.7,-71.05
2586,2024-08-01 11:16:19.259670,96529411.92,-80.99
2637,2024-08-01 11:16:19.259670,96529411.92,-80.45
2688,2024-08-01 11:16:19.259670,96529411.92,-70.49
2739,2024-08-01 11:16:19.259670,96529411.92,-76.61
2790,2024-08-01 11:16:19.259670,96529411.92,-74.83
2841,2024-08-01 11:16:19.259670,96529411.92,-73.0
2892,2024-08-01 11:16:19.259670,96529411.92,-77.72
2943,2024-08-01 11:16:19.259670,96529411.92,-72.88
2587,2024-08-01 11:16:19.259670,96627451.14,-72.67
2638,2024-08-01 11:16:19.259670,96627451.14,-81.98
2689,2024-08-01 11:16:19.259670,96627451.14,-73.5
2740,2024-08-01 11:16:19.259670,96627451.14,-81.57
2791,2024-08-01 11:16:19.259670,96627451.14,-74.39
2842,2024-08-01 11:16:19.259670,96627451.14,-77.13
2893,2024-08-01 11:16:19.259670,96627451.14,-67.98
2944,2024-08-01 11:16:19.259670,96627451.14,-80.0
2588,2024-08-01 11:16:19.259670,96725490.36,-70.5
2639,2024-08-01 11:16:19.259670,96725490.36,-78.02
2690,2024-08-01 11:16:19.259670,96725490.36,-77.48
2741,2024-08-01 11:16:19.259670,96725490.36,-76.04
2792,2024-08-01 11:16:19.259670,96725490.36,-77.53
2843,2024-08-01 11:16:19.259670,96725490.36,-70.53
2894,2024-08-01 11:16:19.259670,96725490.36,-69.88
2945,2024-08-01 11:16:19.259670,96725490.36,-73.89
2589,2024-08-01 11:16:19.259670,96823529.58,-79.53
2640,2024-08-01 11:16:19.259670,96823529.58,-78.62
2691,2024-08-01 11:16:19.259670,96823529.58,-64.81
2742,2024-08-01 11:16:19.259670,96823529.58,-72.78
2793,2024-08-01 11:16:19.259670,96823529.58,-66.19
2844,2024-08-01 11:16:19.259670,96823529.58,-65.38
2895,2024-08-01 11:16:19.259670,96823529.58,-68.29
2946,2024-08-01 11:16:19.259670,96823529.58,-76.08
2590,2024-08-01 11:16:19.259670,96921568.8,-61.45
2641,2024-08-01 11:16:19.259670,96921568.8,-63.19
2692,2024-08-01 11:16:19.259670,96921568.8,-58.74
2743,2024-08-01 11:16:19.259670,96921568.8,-63.76
2794,2024-08-01 11:16:19.259670,96921568.8,-60.26
2845,2024-08-01 11:16:19.259670,96921568.8,-60.25
2896,2024-08-01 11:16:19.259670,96921568.8,-59.63
2947,2024-08-01 11:16:19.259670,96921568.8,-63.36
2591,2024-08-01 11:16:19.259670,97019608.02,-63.4
2642,2024-08-01 11:16:19.259670,97019608.02,-65.46
2693,2024-08-01 11:16:19.259670,97019608.02,-61.35
2744,2024-08-01 11:16:19.259670,97019608.02,-66.84
2795,2024-08-01 11:16:19.259670,97019608.02,-64.16
2846,2024-08-01 11:16:19.259670,97019608.02,-63.73
2897,2024-08-01 11:16:19.259670,97019608.02,-63.04
2948,2024-08-01 11:16:19.259670,97019608.02,-65.53
2592,2024-08-01 11:16:19.259670,97117647.24,-70.95
2643,2024-08-01 11:16:19.259670,97117647.24,-79.88
2694,2024-08-01 11:16:19.259670,97117647.24,-69.08
2745,2024-08-01 11:16:19.259670,97117647.24,-78.95
2796,2024-08-01 11:16:19.259670,97117647.24,-73.56
2847,2024-08-01 11:16:19.259670,97117647.24,-73.62
2898,2024-08-01 11:16:19.259670,97117647.24,-90.21
2949,2024-08-01 11:16:19.259670,97117647.24,-73.78
2593,2024-08-01 11:16:19.259670,97215686.46,-66.63
2644,2024-08-01 11:16:19.259670,97215686.46,-73.77
2695,2024-08-01 11:16:19.259670,97215686.46,-68.63
2746,2024-08-01 11:16:19.259670,97215686.46,-77.37
2797,2024-08-01 11:16:19.259670,97215686.46,-79.31
2848,2024-08-01 11:16:19.259670,97215686.46,-69.6
2899,2024-08-01 11:16:19.259670,97215686.46,-90.88
2950,2024-08-01 11:16:19.259670,97215686.46,-71.21
2594,2024-08-01 11:16:19.259670,97313725.68,-69.1
2645,2024-08-01 11:16:19.259670,97313725.68,-72.63
2696,2024-08-01 11:16:19.259670,97313725.68,-74.56
2747,2024-08-01 11:16:19.259670,97313725.68,-84.56
2798,2024-08-01 11:16:19.259670,97313725.68,-75.67
2849,2024-08-01 11:16:19.259670,97313725.68,-67.69
2900,2024-08-01 11:16:19.259670,97313725.68,-73.32
2951,2024-08-01 11:16:19.259670,97313725.68,-68.86
2595,2024-08-01 11:16:19.259670,97411764.9,-72.13
2646,2024-08-01 11:16:19.259670,97411764.9,-72.51
2697,2024-08-01 11:16:19.259670,97411764.9,-78.65
2748,2024-08-01 11:16:19.259670,97411764.9,-86.82
2799,2024-08-01 11:16:19.259670,97411764.9,-74.54
2850,2024-08-01 11:16:19.259670,97411764.9,-69.02
2901,2024-08-01 11:16:19.259670,97411764.9,-71.92
2952,2024-08-01 11:16:19.259670,97411764.9,-72.37
2596,2024-08-01 11:16:19.259670,97509804.12,-68.9
2647,2024-08-01 11:16:19.259670,97509804.12,-72.51
2698,2024-08-01 11:16:19.259670,97509804.12,-70.26
2749,2024-08-01 11:16:19.259670,97509804.12,-80.56
2800,2024-08-01 11:16:19.259670,97509804.12,-83.52
2851,2024-08-01 11:16:19.259670,97509804.12,-77.57
2902,2024-08-01 11:16:19.259670,97509804.12,-77.36
2953,2024-08-01 11:16:19.259670,97509804.12,-83.25
2597,2024-08-01 11:16:19.259670,97607843.34,-70.28
2648,2024-08-01 11:16:19.259670,97607843.34,-74.94
2699,2024-08-01 11:16:19.259670,97607843.34,-68.65
2750,2024-08-01 11:16:19.259670,97607843.34,-69.78
2801,2024-08-01 11:16:19.259670,97607843.34,-77.21
2852,2024-08-01 11:16:19.259670,97607843.34,-77.61
2903,2024-08-01 11:16:19.259670,97607843.34,-84.31
2954,2024-08-01 11:16:19.259670,97607843.34,-89.15
2598,2024-08-01 11:16:19.259670,97705882.56,-70.14
2649,2024-08-01 11:16:19.259670,97705882.56,-82.64
2700,2024-08-01 11:16:19.259670,97705882.56,-71.58
2751,2024-08-01 11:16:19.259670,97705882.56,-70.68
2802,2024-08-01 11:16:19.259670,97705882.56,-74.69
2853,2024-08-01 11:16:19.259670,97705882.56,-77.1
2904,2024-08-01 11:16:19.259670,97705882.56,-80.69
2955,2024-08-01 11:16:19.259670,97705882.56,-76.39
2599,2024-08-01 11:16:19.259670,97803921.78,-69.76
2650,2024-08-01 11:16:19.259670,97803921.78,-75.0
2701,2024-08-01 11:16:19.259670,97803921.78,-75.22
2752,2024-08-01 11:16:19.259670,97803921.78,-75.14
2803,2024-08-01 11:16:19.259670,97803921.78,-83.67
2854,2024-08-01 11:16:19.259670,97803921.78,-87.84
2905,2024-08-01 11:16:19.259670,97803921.78,-75.01
2956,2024-08-01 11:16:19.259670,97803921.78,-67.28
2600,2024-08-01 11:16:19.259670,97901961.0,-70.16
2651,2024-08-01 11:16:19.259670,97901961.0,-75.58
2702,2024-08-01 11:16:19.259670,97901961.0,-81.3
2753,2024-08-01 11:16:19.259670,97901961.0,-77.2
2804,2024-08-01 11:16:19.259670,97901961.0,-70.36
2855,2024-08-01 11:16:19.259670,97901961.0,-74.97
2906,2024-08-01 11:16:19.259670,97901961.0,-82.61
2957,2024-08-01 11:16:19.259670,97901961.0,-69.09
5100,2024-08-01 11:16:19.259670,98000000.0,-72.57
5151,2024-08-01 11:16:19.259670,98000000.0,-73.05
5202,2024-08-01 11:16:19.259670,98000000.0,-76.77
5253,2024-08-01 11:16:19.259670,98000000.0,-77.93
5304,2024-08-01 11:16:19.259670,98000000.0,-75.17
5355,2024-08-01 11:16:19.259670,98000000.0,-79.52
5406,2024-08-01 11:16:19.259670,98000000.0,-75.67
5457,2024-08-01 11:16:19.259670,98000000.0,-78.5
5101,2024-08-01 11:16:19.259670,98098039.22,-74.16
5152,2024-08-01 11:16:19.259670,98098039.22,-75.32
5203,2024-08-01 11:16:19.259670,98098039.22,-75.51
5254,2024-08-01 11:16:19.259670,98098039.22,-76.95
5305,2024-08-01 11:16:19.259670,98098039.22,-84.33
5356,2024-08-01 11:16:19.259670,98098039.22,-73.76
5407,2024-08-01 11:16:19.259670,98098039.22,-78.86
5458,2024-08-01 11:16:19.259670,98098039.22,-72.52
5102,2024-08-01 11:16:19.259670,98196078.44,-73.57
5153,2024-08-01 11:16:19.259670,98196078.44,-72.21
5204,2024-08-01 11:16:19.259670,98196078.44,-82.78
5255,2024-08-01 11:16:19.259670,98196078.44,-81.46
5306,2024-08-01 11:16:19.259670,98196078.44,-83.27
5357,2024-08-01 11:16:19.259670,98196078.44,-72.88
5408,2024-08-01 11:16:19.259670,98196078.44,-75.07
5459,2024-08-01 11:16:19.259670,98196078.44,-73.28
5103,2024-08-01 11:16:19.259670,98294117.66,-73.52
5154,2024-08-01 11:16:19.259670,98294117.66,-77.27
5205,2024-08-01 11:16:19.259670,98294117.66,-75.48
5256,2024-08-01 11:16:19.259670,98294117.66,-75.29
5307,2024-08-01 11:16:19.259670,98294117.66,-70.64
5358,2024-08-01 11:16:19.259670,98294117.66,-78.69
5409,2024-08-01 11:16:19.259670,98294117.66,-73.17
5460,2024-08-01 11:16:19.259670,98294117.66,-74.62
5104,2024-08-01 11:16:19.259670,98392156.88,-96.31
5155,2024-08-01 11:16:19.259670,98392156.88,-87.6
5206,2024-08-01 11:16:19.259670,98392156.88,-84.44
5257,2024-08-01 11:16:19.259670,98392156.88,-85.16
5308,2024-08-01 11:16:19.259670,98392156.88,-70.3
5359,2024-08-01 11:16:19.259670,98392156.88,-90.72
5410,2024-08-01 11:16:19.259670,98392156.88,-70.43
5461,2024-08-01 11:16:19.259670,98392156.88,-71.34
5105,2024-08-01 11:16:19.259670,98490196.1,-75.26
5156,2024-08-01 11:16:19.259670,98490196.1,-79.07
5207,2024-08-01 11:16:19.259670,98490196.1,-77.09
5258,2024-08-01 11:16:19.259670,98490196.1,-75.68
5309,2024-08-01 11:16:19.259670,98490196.1,-73.7
5360,2024-08-01 11:16:19.259670,98490196.1,-72.4
5411,2024-08-01 11:16:19.259670,98490196.1,-82.64
5462,2024-08-01 11:16:19.259670,98490196.1,-70.64
5106,2024-08-01 11:16:19.259670,98588235.32,-69.76
5157,2024-08-01 11:16:19.259670,98588235.32,-86.37
5208,2024-08-01 11:16:19.259670,98588235.32,-80.29
5259,2024-08-01 11:16:19.259670,98588235.32,-82.67
5310,2024-08-01 11:16:19.259670,98588235.32,-73.97
5361,2024-08-01 11:16:19.259670,98588235.32,-70.87
5412,2024-08-01 11:16:19.259670,98588235.32,-69.66
5463,2024-08-01 11:16:19.259670,98588235.32,-92.14
5107,2024-08-01 11:16:19.259670,98686274.54,-68.74
5158,2024-08-01 11:16:19.259670,98686274.54,-76.72
5209,2024-08-01 11:16:19.259670,98686274.54,-93.67
5260,2024-08-01 11:16:19.259670,98686274.54,-72.36
5311,2024-08-01 11:16:19.259670,98686274.54,-75.34
5362,2024-08-01 11:16:19.259670,98686274.54,-82.6
5413,2024-08-01 11:16:19.259670,98686274.54,-68.67
5464,2024-08-01 11:16:19.259670,98686274.54,-73.78
5108,2024-08-01 11:16:19.259670,98784313.76,-71.87
5159,2024-08-01 11:16:19.259670,98784313.76,-84.04
5210,2024-08-01 11:16:19.259670,98784313.76,-91.87
5261,2024-08-01 11:16:19.259670,98784313.76,-74.17
5312,2024-08-01 11:16:19.259670,98784313.76,-74.58
5363,2024-08-01 11:16:19.259670,98784313.76,-85.29
5414,2024-08-01 11:16:19.259670,98784313.76,-67.35
5465,2024-08-01 11:16:19.259670,98784313.76,-79.21
5109,2024-08-01 11:16:19.259670,98882352.98,-69.51
5160,2024-08-01 11:16:19.259670,98882352.98,-76.36
5211,2024-08-01 11:16:19.259670,98882352.98,-76.99
5262,2024-08-01 11:16:19.259670,98882352.98,-82.62
5313,2024-08-01 11:16:19.259670,98882352.98,-72.42
5364,2024-08-01 11:16:19.259670,98882352.98,-75.03
5415,2024-08-01 11:16:19.259670,98882352.98,-67.69
5466,2024-08-01 11:16:19.259670,98882352.98,-73.23
5110,2024-08-01 11:16:19.259670,98980392.2,-70.35
5161,2024-08-01 11:16:19.259670,98980392.2,-76.12
